date_time,Google,Twitter,Netflix,DailyMotion,Deezer
2019-05-22 05:12:00,604588375.8505734,27756180.42414689,77327316.01836821,20199779.602002554,54184451.71205884
2019-05-22 05:18:00,699290373.801764,14014582.029426334,42722000.85660532,20005461.708018884,24122074.833883345
2019-05-22 05:24:00,431299592.9563531,37778474.79056364,134553982.50947267,21503136.091548927,34833712.35127807
2019-05-22 05:30:00,412156894.48084795,31921371.04747308,42324423.890699625,53096249.79516622,55357587.76233406
2019-05-22 05:36:00,681564980.647927,57355141.51263014,65741497.94018506,63318803.39090428,55323152.2347717
2019-05-22 05:42:00,499944600.4827267,34559822.97560181,45226972.60431202,61881305.92631968,18884917.85547776
2019-05-22 05:48:00,576523790.2018352,9746206.71533768,66916541.04297405,53318220.25374869,60091018.36243177
2019-05-22 05:54:00,457408507.58220834,26138931.21589125,193054477.94556972,66020920.85566732,113193534.08108532
2019-05-22 06:00:00,709282539.3246672,45511676.965266,50356413.97215527,105418506.66364089,80291764.09866555
2019-05-22 06:06:00,646634376.273458,50608163.09172966,95072307.7067327,63157277.1399526,36735531.38195482
2019-05-22 06:12:00,962219065.7323943,73755639.70307796,131456433.79451922,71501010.6403763,468381327.36101246
2019-05-22 06:18:00,924310525.649434,51993546.30354877,1021878998.7970867,78791895.18340991,194420107.07313293
2019-05-22 06:24:00,904580929.2511929,54264103.38399209,450573222.67078894,92305025.74395436,148125766.83690232
2019-05-22 06:30:00,861598937.2122483,83624532.02752797,774807243.3596125,76272279.82808022,58715522.80224628
2019-05-22 06:36:00,730991436.6283207,71856523.39797321,849830083.4534805,115269841.32753325,154631403.89007765
2019-05-22 06:42:00,1038201063.7756418,47418838.67337144,145428846.1984499,95908664.80358689,145925679.01243693
2019-05-22 06:48:00,1427150090.0916157,83329518.05785021,194692227.97025472,114508865.80813695,124707920.13981652
2019-05-22 06:54:00,975355426.2636557,76577071.5269328,85507621.70158947,121478468.2750658,232750345.8870357
2019-05-22 07:00:00,1398699767.2507732,140559158.98100176,117211919.77793601,497912105.15156674,274359165.5196292
2019-05-22 07:06:00,1195794095.0411992,117882113.41565268,217414571.97173998,377840531.64407,250671708.3610188
2019-05-22 07:12:00,1255994931.336947,93490125.30961558,418832722.69502914,236368758.18933588,307525106.2165155
2019-05-22 07:18:00,1614451727.6793349,136234510.77470246,571545741.6799363,325736937.4471243,492841437.11924475
2019-05-22 07:24:00,1396975728.919172,170672548.66454035,474406681.9822086,451828557.96413946,679425890.8415639
2019-05-22 07:30:00,1647192061.4650328,171495888.35421634,879255682.2453709,171253277.11511943,416838084.46258587
2019-05-22 07:36:00,2015136272.2454765,219984911.25845373,423625790.82144165,237030605.2225508,461387216.5324194
2019-05-22 07:42:00,1864287482.8962512,220494370.32326096,699457720.3910968,116672752.6677646,575919014.1961213
2019-05-22 07:48:00,2147939117.1750903,176777611.87014657,179152140.06538573,247748990.5626558,742725009.6128865
2019-05-22 07:54:00,1840718129.0817068,178027808.783463,335237580.06568635,157121661.57820833,756331434.5188215
2019-05-22 08:00:00,2271499031.2506943,163874743.88912618,473605640.9972184,244575661.5929145,731173144.9940103
2019-05-22 08:06:00,2227361665.104332,174962916.70089364,348160614.11210006,272348731.21545315,1098269517.2711773
2019-05-22 08:12:00,1709605036.1160264,192118934.12806988,636768654.1987282,278750441.2772023,1295030722.3214722
2019-05-22 08:18:00,1624403917.4691172,172723949.84992513,178175833.2642817,600592903.3864138,1187374812.1803243
2019-05-22 08:24:00,2030855042.1206727,216276148.71930176,321357580.95868427,316321581.6212676,1452129767.6555018
2019-05-22 08:30:00,1719271515.87879,165112934.0670126,476635060.89948064,411350033.56798816,794349126.3696315
2019-05-22 08:36:00,1699596722.2372437,217715185.04987225,612713204.5818106,292266430.32603663,1233864468.97026
2019-05-22 08:42:00,2205055334.156322,241958722.9587032,440029757.85698056,338627632.02163386,1245012211.0521538
2019-05-22 08:48:00,1903405150.8263888,219521236.5184383,632857875.3467085,157055413.35305664,1023845643.7107008
2019-05-22 08:54:00,3654822552.1815686,249473768.21806648,241031947.98867795,101008460.16645572,730416404.4411278
2019-05-22 09:00:00,2105334301.831079,198907376.7468165,166200323.46633202,181812733.71021187,617312721.5817933
2019-05-22 09:06:00,1725433972.5781245,165949545.73472342,598533018.3298392,63103573.03715611,525724679.9986993
2019-05-22 09:12:00,1450317408.647315,170843795.82069832,954505303.012082,211064774.21705243,536712233.88791084
2019-05-22 09:18:00,1845282698.420384,156391726.01948026,633020891.4487588,313074626.14627475,420901807.7047359
2019-05-22 09:24:00,1854179832.4048233,163039000.86683208,1329188342.3224056,178235707.34755,469779362.44998515
2019-05-22 09:30:00,2062782960.063325,188175259.6151204,1327204067.9102135,174667776.96157274,515202343.6475029
2019-05-22 09:36:00,2109928963.04448,175904457.70471892,1076216575.475135,157480321.2144765,524560808.04225534
